club,name,age,nationality,position,short_pos,fee,dealing_club,dealing_country,movement,window,league,season,is_loan,loan_status
RB Leipzig,Bruma,24,Portugal,Right Winger,RW,10000000.0,PSV Eindhoven,Netherlands,out,summer,1 Bundesliga,2019,False,
RB Leipzig,Jean-Kévin Augustin,22,France,Centre-Forward,CF,16000000.0,Monaco,France,out,summer,1 Bundesliga,2019,True,loan with fee
RB Leipzig,Julian Krahl,19,Germany,Goalkeeper,GK,200000.0,1. FC Köln,Germany,out,summer,1 Bundesliga,2019,False,
RB Leipzig,Atinc Nukan,26,Turkey,Centre-Back,CB,500000.0,Göztepe,Turkey,out,summer,1 Bundesliga,2019,False,
RB Leipzig,Marius Müller,25,Germany,Goalkeeper,GK,500000.0,FC Luzern,Switzerland,out,summer,1 Bundesliga,2019,False,
RB Leipzig,Emile Smith Rowe,18,England,Attacking Midfield,AM,4000000.0,Arsenal U23,England,out,summer,1 Bundesliga,2019,True,end of loan
RB Leipzig,Dani Olmo,21,Spain,Attacking Midfield,AM,35000000.0,Dinamo Zagreb,Croatia,in,winter,1 Bundesliga,2019,False,
RB Leipzig,Angeliño,23,Spain,Left-Back,LB,16000000.0,Man City,England,in,winter,1 Bundesliga,2019,True,loan with fee
RB Leipzig,Matheus Cunha,20,Brazil,Centre-Forward,CF,13000000.0,Hertha BSC,Germany,out,winter,1 Bundesliga,2019,False,
RB Leipzig,Diego Demme,28,Germany,Defensive Midfield,DM,17000000.0,SSC Napoli,Italy,out,winter,1 Bundesliga,2019,False,
RB Leipzig,Marcelo Saracchi,21,Uruguay,Left-Back,LB,10000000.0,Galatasaray,Turkey,out,winter,1 Bundesliga,2019,True,loan with fee
RB Leipzig,Stefan Ilsanker,30,Austria,Defensive Midfield,DM,3000000.0,E. Frankfurt,Germany,out,winter,1 Bundesliga,2019,False,
RB Leipzig,Elias Abouchabaka,19,Germany,Attacking Midfield,AM,200000.0,Guimarães B,Portugal,out,winter,1 Bundesliga,2019,False,
RB Leipzig,Luan Cândido,18,Brazil,Left-Back,LB,4000000.0,RB Bragantino,Brazil,out,winter,1 Bundesliga,2019,True,free loan
RB Leipzig,Jean-Kévin Augustin,22,France,Centre-Forward,CF,14000000.0,Leeds,England,out,winter,1 Bundesliga,2019,True,free loan
SC Freiburg,Vincenzo Grifo,26,Italy,Left Winger,LW,9000000.0,TSG Hoffenheim,Germany,in,summer,1 Bundesliga,2019,False,
SC Freiburg,Jonathan Schmid,29,France,Right-Back,RB,5000000.0,FC Augsburg,Germany,in,summer,1 Bundesliga,2019,False,
SC Freiburg,Luca Itter,20,Germany,Left-Back,LB,2000000.0,VfL Wolfsburg,Germany,in,summer,1 Bundesliga,2019,False,
SC Freiburg,Woo-yeong Jeong,19,"Korea, South",Right Winger,RW,2000000.0,FC Bayern II,Germany,in,summer,1 Bundesliga,2019,False,
SC Freiburg,Chang-hoon Kwon,25,"Korea, South",Right Winger,RW,5500000.0,Dijon,France,in,summer,1 Bundesliga,2019,False,
SC Freiburg,Tim Kleindienst,24,Germany,Centre-Forward,CF,1500000.0,1.FC Heidenheim,Germany,out,summer,1 Bundesliga,2019,False,
SC Freiburg,Florian Niederlechner,28,Germany,Centre-Forward,CF,3500000.0,FC Augsburg,Germany,out,summer,1 Bundesliga,2019,False,
SC Freiburg,Vincent Sierro,23,Switzerland,Central Midfield,CM,3000000.0,BSC Young Boys,Switzerland,out,summer,1 Bundesliga,2019,False,
SC Freiburg,Jonas Föhrenbach,23,Germany,Left-Back,LB,750000.0,1.FC Heidenheim,Germany,out,summer,1 Bundesliga,2019,False,
SC Freiburg,Fabian Schleusener,27,Germany,Right Winger,RW,850000.0,1.FC Nuremberg,Germany,out,summer,1 Bundesliga,2019,False,
SC Freiburg,Patrick Kammerbauer,22,Germany,Defensive Midfield,DM,400000.0,E. Braunschweig,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Freiburg,Pascal Stenzel,23,Germany,Right-Back,RB,4000000.0,VfB Stuttgart,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Freiburg,Chima Okoroji,22,England,Left-Back,LB,200000.0,Jahn Regensburg,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Freiburg,Christoph Daferner,21,Germany,Centre-Forward,CF,250000.0,Erzgebirge Aue,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Freiburg,Constantin Frommann,21,Germany,Goalkeeper,GK,200000.0,Sonnenhof-Gr.,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Freiburg,Keven Schlotterbeck,22,Germany,Centre-Back,CB,1000000.0,Union Berlin,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Freiburg,Vincenzo Grifo,26,Italy,Left Winger,LW,9000000.0,TSG Hoffenheim,Germany,out,summer,1 Bundesliga,2019,True,end of loan
SC Freiburg,Marco Terrazzino,28,Germany,Attacking Midfield,AM,1000000.0,Dynamo Dresden,Germany,out,winter,1 Bundesliga,2019,True,loan with fee
SC Freiburg,Jérôme Gondorf,31,Germany,Central Midfield,CM,1000000.0,Karlsruher SC,Germany,out,winter,1 Bundesliga,2019,True,loan with fee
SC Freiburg,Woo-yeong Jeong,20,"Korea, South",Right Winger,RW,2000000.0,FC Bayern II,Germany,out,winter,1 Bundesliga,2019,True,free loan
SC Paderborn 07,Rifet Kapic,23,Bosnia-Herzegovina,Central Midfield,CM,650000.0,Grasshoppers,Switzerland,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Jan-Luca Rumpf,19,Germany,Centre-Back,CB,,Spfr. Siegen,Germany,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Cauly,23,Brazil,Attacking Midfield,AM,1000000.0,MSV Duisburg,Germany,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Marcel Hilßner,24,Germany,Attacking Midfield,AM,400000.0,Hansa Rostock,Germany,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Johannes Dörfler,22,Germany,Right-Back,RB,250000.0,KFC Uerdingen,Germany,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Luca Kilian,19,Germany,Centre-Back,CB,125000.0,B. Dortmund II,Germany,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Streli Mamba,25,Germany,Centre-Forward,CF,550000.0,Energie Cottbus,Germany,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Abdelhamid Sabiri,22,Germany,Attacking Midfield,AM,1500000.0,Huddersfield,England,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Jannik Huth,25,Germany,Goalkeeper,GK,300000.0,1.FSV Mainz 05,Germany,in,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Gerrit Holtmann,24,Germany,Left Winger,LW,1500000.0,1.FSV Mainz 05,Germany,in,summer,1 Bundesliga,2019,True,free loan
SC Paderborn 07,Laurent Jans,26,Luxembourg,Right-Back,RB,700000.0,FC Metz,France,in,summer,1 Bundesliga,2019,True,free loan
SC Paderborn 07,Bernard Tekpetey,21,Ghana,Right Winger,RW,2500000.0,FC Schalke 04,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Philipp Klement,26,Germany,Attacking Midfield,AM,2500000.0,VfB Stuttgart,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Luca Pfeiffer,22,Germany,Centre-Forward,CF,200000.0,Würzb. Kickers,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Lukas Boeder,22,Germany,Right-Back,RB,350000.0,MSV Duisburg,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Felix Herzenbruch,26,Germany,Left-Back,LB,150000.0,RW Essen,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Julius Düker,23,Germany,Centre-Forward,CF,250000.0,SV Meppen,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Olivér Schindler,19,Hungary,Central Midfield,CM,100000.0,SV Lippstadt 08,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Sergio Gucciardo,20,Turkey,Left Winger,LW,100000.0,Alem. Aachen,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Paderborn 07,Sascha Heil,20,Germany,Centre-Back,CB,100000.0,FC Gießen,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Mohammed Kamara,21,Liberia,Centre-Forward,CF,100000.0,LA Galaxy II,United States,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Tobias Schwede,25,Germany,Left Midfield,LM,450000.0,Wehen Wiesbaden,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Sergio Gucciardo,20,Turkey,Left Winger,LW,100000.0,SV Lippstadt 08,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Paderborn 07,Phillip Tietz,21,Germany,Centre-Forward,CF,350000.0,Wehen Wiesbaden,Germany,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Felix Drinkuth,24,Germany,Attacking Midfield,AM,200000.0,Hallescher FC,Germany,out,summer,1 Bundesliga,2019,True,free loan
SC Paderborn 07,Leon Fesser,24,Germany,Centre-Back,CB,100000.0,Without Club,,out,summer,1 Bundesliga,2019,False,
SC Paderborn 07,Samúel Fridjónsson,23,Iceland,Defensive Midfield,DM,500000.0,Vålerenga,Norway,in,winter,1 Bundesliga,2019,False,
SC Paderborn 07,Dennis Srbeny,25,Germany,Centre-Forward,CF,1000000.0,Norwich,England,in,winter,1 Bundesliga,2019,False,
SC Paderborn 07,Antony Evans,21,England,Attacking Midfield,AM,,Everton U23,England,in,winter,1 Bundesliga,2019,False,
SC Paderborn 07,Dennis Jastrzembski,19,Poland,Left Winger,LW,500000.0,Hertha BSC,Germany,in,winter,1 Bundesliga,2019,True,free loan
SC Paderborn 07,Cauly,24,Brazil,Attacking Midfield,AM,1500000.0,Ludogorets,Bulgaria,out,winter,1 Bundesliga,2019,False,
SC Paderborn 07,Khiry Shelton,26,United States,Centre-Forward,CF,500000.0,Kansas,United States,out,winter,1 Bundesliga,2019,False,
SC Paderborn 07,Michael Ratajczak,37,Germany,Goalkeeper,GK,100000.0,Hannover 96,Germany,out,winter,1 Bundesliga,2019,False,
SC Paderborn 07,Babacar Gueye,25,Senegal,Centre-Forward,CF,600000.0,Karlsruher SC,Germany,out,winter,1 Bundesliga,2019,False,
SC Paderborn 07,Marcel Hilßner,24,Germany,Attacking Midfield,AM,400000.0,Hallescher FC,Germany,out,winter,1 Bundesliga,2019,True,free loan
SC Paderborn 07,Johannes Dörfler,23,Germany,Right-Back,RB,250000.0,FSV Zwickau,Germany,out,winter,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Niclas Füllkrug,26,Germany,Centre-Forward,CF,8000000.0,Hannover 96,Germany,in,summer,1 Bundesliga,2019,False,
SV Werder Bremen,Marco Friedl,21,Austria,Centre-Back,CB,2500000.0,FC Bayern,Germany,in,summer,1 Bundesliga,2019,False,
SV Werder Bremen,Ömer Toprak,30,Turkey,Centre-Back,CB,5000000.0,Bor. Dortmund,Germany,in,summer,1 Bundesliga,2019,True,loan with fee
SV Werder Bremen,Michael Lang,28,Switzerland,Right-Back,RB,4500000.0,Bor. M'gladbach,Germany,in,summer,1 Bundesliga,2019,True,loan with fee
SV Werder Bremen,Leonardo Bittencourt,25,Germany,Attacking Midfield,AM,7000000.0,TSG Hoffenheim,Germany,in,summer,1 Bundesliga,2019,True,loan with fee
SV Werder Bremen,Benjamin Goller,20,Germany,Right Winger,RW,400000.0,FC Schalke 04,Germany,in,summer,1 Bundesliga,2019,False,
SV Werder Bremen,Max Kruse,31,Germany,Second Striker,SS,12000000.0,Fenerbahce,Turkey,out,summer,1 Bundesliga,2019,False,
SV Werder Bremen,Ole Käuper,22,Germany,Defensive Midfield,DM,350000.0,Carl Zeiss Jena,Germany,out,summer,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Aron Jóhannsson,28,United States,Centre-Forward,CF,750000.0,Hammarby,Sweden,out,summer,1 Bundesliga,2019,False,
SV Werder Bremen,Robert Bauer,24,Germany,Centre-Back,CB,2000000.0,Arsenal Tula,Russia,out,summer,1 Bundesliga,2019,False,
SV Werder Bremen,Martin Harnik,32,Austria,Right Winger,RW,2000000.0,Hamburger SV,Germany,out,summer,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Thore Jacobsen,22,Germany,Defensive Midfield,DM,300000.0,1.FC Magdeburg,Germany,out,summer,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Niklas Schmidt,21,Germany,Attacking Midfield,AM,600000.0,VfL Osnabrück,Germany,out,summer,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Jan-Niklas Beste,20,Germany,Left-Back,LB,500000.0,FC Emmen,Netherlands,out,summer,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Michael Zetterer,23,Germany,Goalkeeper,GK,350000.0,PEC Zwolle,Netherlands,out,summer,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Jean Manuel Mbom,19,Germany,Central Midfield,CM,200000.0,KFC Uerdingen,Germany,out,summer,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Felix Beijmo,21,Sweden,Right-Back,RB,1250000.0,Malmö FF,Sweden,out,summer,1 Bundesliga,2019,True,free loan
SV Werder Bremen,Thanos Petsos,28,Greece,Defensive Midfield,DM,250000.0,Without Club,,out,summer,1 Bundesliga,2019,False,
SV Werder Bremen,Marco Friedl,21,Austria,Centre-Back,CB,2500000.0,FC Bayern,Germany,out,summer,1 Bundesliga,2019,True,end of loan
SV Werder Bremen,Davie Selke,25,Germany,Centre-Forward,CF,10000000.0,Hertha BSC,Germany,in,winter,1 Bundesliga,2019,True,loan with fee
SV Werder Bremen,Kevin Vogt,28,Germany,Centre-Back,CB,10000000.0,TSG Hoffenheim,Germany,in,winter,1 Bundesliga,2019,True,loan with fee
SV Werder Bremen,Felix Beijmo,22,Sweden,Right-Back,RB,1200000.0,Greuther Fürth,Germany,out,winter,1 Bundesliga,2019,True,free loan
TSG 1899 Hoffenheim,Diadié Samassékou,23,Mali,Defensive Midfield,DM,20000000.0,RB Salzburg,Austria,in,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Robert Skov,23,Denmark,Right Winger,RW,13000000.0,FC Copenhagen,Denmark,in,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Ihlas Bebou,25,Togo,Right Winger,RW,12000000.0,Hannover 96,Germany,in,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Sargis Adamyan,26,Armenia,Centre-Forward,CF,3000000.0,Jahn Regensburg,Germany,in,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Sebastian Rudy,29,Germany,Defensive Midfield,DM,9000000.0,FC Schalke 04,Germany,in,summer,1 Bundesliga,2019,True,loan with fee
TSG 1899 Hoffenheim,Philipp Pentke,34,Germany,Goalkeeper,GK,300000.0,Jahn Regensburg,Germany,in,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Konstantinos Stafylidis,25,Greece,Left-Back,LB,3000000.0,FC Augsburg,Germany,in,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Jürgen Locadia,25,Netherlands,Centre-Forward,CF,12000000.0,Brighton,England,in,summer,1 Bundesliga,2019,True,free loan
TSG 1899 Hoffenheim,Joelinton,22,Brazil,Centre-Forward,CF,35000000.0,Newcastle,England,out,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Kerem Demirbay,25,Germany,Central Midfield,CM,32000000.0,Bay. Leverkusen,Germany,out,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Nico Schulz,26,Germany,Left-Back,LB,25000000.0,Bor. Dortmund,Germany,out,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Nadiem Amiri,22,Germany,Attacking Midfield,AM,17000000.0,Bay. Leverkusen,Germany,out,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Vincenzo Grifo,26,Italy,Left Winger,LW,9000000.0,SC Freiburg,Germany,out,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Antonio Colak,25,Croatia,Centre-Forward,CF,2000000.0,HNK Rijeka,Croatia,out,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Leonardo Bittencourt,25,Germany,Attacking Midfield,AM,7000000.0,Werder Bremen,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
TSG 1899 Hoffenheim,Robin Hack,20,Germany,Left Winger,LW,500000.0,1.FC Nuremberg,Germany,out,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Gregor Kobel,21,Switzerland,Goalkeeper,GK,6000000.0,VfB Stuttgart,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
TSG 1899 Hoffenheim,David Otto,20,Germany,Centre-Forward,CF,1000000.0,1.FC Heidenheim,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
TSG 1899 Hoffenheim,Ádám Szalai,31,Hungary,Centre-Forward,CF,3000000.0,1.FSV Mainz 05,Germany,out,summer,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Felipe Pires,24,Brazil,Left Winger,LW,1500000.0,Fortaleza,Brazil,out,summer,1 Bundesliga,2019,True,free loan
TSG 1899 Hoffenheim,Justin Hoogma,21,Netherlands,Centre-Back,CB,2500000.0,FC Utrecht,Netherlands,out,summer,1 Bundesliga,2019,True,free loan
TSG 1899 Hoffenheim,Kasim Adams,24,Ghana,Centre-Back,CB,7000000.0,F. Düsseldorf,Germany,out,summer,1 Bundesliga,2019,True,free loan
TSG 1899 Hoffenheim,Reiss Nelson,19,England,Right Winger,RW,17000000.0,Arsenal U23,England,out,summer,1 Bundesliga,2019,True,end of loan
TSG 1899 Hoffenheim,Munas Dabbur,27,Israel,Centre-Forward,CF,10000000.0,Sevilla FC,Spain,in,winter,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Jacob Bruun Larsen,21,Denmark,Left Winger,LW,12000000.0,Bor. Dortmund,Germany,in,winter,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Michael Esser,32,Germany,Goalkeeper,GK,500000.0,Hannover 96,Germany,in,winter,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Kevin Vogt,28,Germany,Centre-Back,CB,10000000.0,Werder Bremen,Germany,out,winter,1 Bundesliga,2019,True,loan with fee
TSG 1899 Hoffenheim,Lukas Rupp,29,Germany,Central Midfield,CM,3000000.0,Norwich,England,out,winter,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Philipp Ochs,22,Germany,Left Winger,LW,300000.0,Hannover 96,Germany,out,winter,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Robert Zulj,27,Austria,Attacking Midfield,AM,1000000.0,VfL Bochum,Germany,out,winter,1 Bundesliga,2019,False,
TSG 1899 Hoffenheim,Bruno Nazário,24,Brazil,Attacking Midfield,AM,500000.0,Botafogo,Brazil,out,winter,1 Bundesliga,2019,True,free loan
TSG 1899 Hoffenheim,Joshua Brenet,25,Netherlands,Right-Back,RB,3000000.0,Vitesse,Netherlands,out,winter,1 Bundesliga,2019,True,free loan
TSG 1899 Hoffenheim,Felipe Pires,24,Brazil,Left Winger,LW,900000.0,HNK Rijeka,Croatia,out,winter,1 Bundesliga,2019,True,free loan
VfL Wolfsburg,Xaver Schlager,21,Austria,Central Midfield,CM,15000000.0,RB Salzburg,Austria,in,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Kevin Mbabu,24,Switzerland,Right-Back,RB,10000000.0,BSC Young Boys,Switzerland,in,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,João Victor,25,Brazil,Left Winger,LW,3000000.0,LASK,Austria,in,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Paulo Otávio,24,Brazil,Left-Back,LB,1000000.0,FC Ingolstadt,Germany,in,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Lukas Nmecha,20,Germany,Centre-Forward,CF,1000000.0,Man City U23,England,in,summer,1 Bundesliga,2019,True,free loan
VfL Wolfsburg,Landry Dimata,21,Belgium,Centre-Forward,CF,7000000.0,RSC Anderlecht,Belgium,out,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Victor Osimhen,20,Nigeria,Centre-Forward,CF,13000000.0,RSC Charleroi,Belgium,out,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Luca Itter,20,Germany,Left-Back,LB,2000000.0,SC Freiburg,Germany,out,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Riechedly Bazoer,22,Netherlands,Centre-Back,CB,2500000.0,Vitesse,Netherlands,out,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Felix Uduokhai,21,Germany,Centre-Back,CB,3500000.0,FC Augsburg,Germany,out,summer,1 Bundesliga,2019,True,loan with fee
VfL Wolfsburg,Paul Seguin,24,Germany,Central Midfield,CM,1000000.0,Greuther Fürth,Germany,out,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Sebastian Jung,29,Germany,Right-Back,RB,500000.0,Hannover 96,Germany,out,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Paul Verhaegh,35,Netherlands,Right-Back,RB,750000.0,Twente FC,Netherlands,out,summer,1 Bundesliga,2019,False,
VfL Wolfsburg,Marvin Stefaniak,24,Germany,Attacking Midfield,AM,500000.0,Greuther Fürth,Germany,out,summer,1 Bundesliga,2019,True,free loan
VfL Wolfsburg,Paul-Georges Ntep,27,Cameroon,Left Winger,LW,1500000.0,Kayserispor,Turkey,out,summer,1 Bundesliga,2019,True,free loan
VfL Wolfsburg,John Yeboah,19,Germany,Left Winger,LW,800000.0,VVV-Venlo,Netherlands,out,summer,1 Bundesliga,2019,True,free loan
VfL Wolfsburg,Marin Pongracic,22,Croatia,Centre-Back,CB,6000000.0,RB Salzburg,Austria,in,winter,1 Bundesliga,2019,False,
VfL Wolfsburg,Elvis Rexhbecaj,22,Germany,Central Midfield,CM,5000000.0,1. FC Köln,Germany,out,winter,1 Bundesliga,2019,True,free loan
VfL Wolfsburg,Yunus Malli,27,Turkey,Attacking Midfield,AM,3500000.0,Union Berlin,Germany,out,winter,1 Bundesliga,2019,True,free loan
VfL Wolfsburg,Jeffrey Bruma,28,Netherlands,Centre-Back,CB,4000000.0,1.FSV Mainz 05,Germany,out,winter,1 Bundesliga,2019,True,free loan
VfL Wolfsburg,Paul-Georges Ntep,27,Cameroon,Left Winger,LW,600000.0,Without Club,,out,winter,1 Bundesliga,2019,False,
AS Monaco,Wissam Ben Yedder,29,France,Centre-Forward,CF,40000000.0,Sevilla FC,Spain,in,summer,Ligue 1,2019,False,
AS Monaco,Gelson Martins,24,Portugal,Right Winger,RW,28000000.0,Atlético Madrid,Spain,in,summer,Ligue 1,2019,False,
AS Monaco,Guillermo Maripán,25,Chile,Centre-Back,CB,15000000.0,Alavés,Spain,in,summer,Ligue 1,2019,False,
AS Monaco,Benjamin Lecomte,28,France,Goalkeeper,GK,17000000.0,Montpellier,France,in,summer,Ligue 1,2019,False,
AS Monaco,Henry Onyekuru,22,Nigeria,Left Winger,LW,13000000.0,Everton,England,in,summer,Ligue 1,2019,False,
AS Monaco,Arthur Zagre,17,France,Left-Back,LB,,Paris SG,France,in,summer,Ligue 1,2019,False,
AS Monaco,Ruben Aguilar,26,France,Right-Back,RB,8000000.0,Montpellier,France,in,summer,Ligue 1,2019,False,
AS Monaco,Jean-Kévin Augustin,22,France,Centre-Forward,CF,16000000.0,RB Leipzig,Germany,in,summer,Ligue 1,2019,True,loan with fee
AS Monaco,Tiemoué Bakayoko,25,France,Defensive Midfield,DM,35000000.0,Chelsea,England,in,summer,Ligue 1,2019,True,loan with fee
AS Monaco,Islam Slimani,31,Algeria,Centre-Forward,CF,5000000.0,Leicester,England,in,summer,Ligue 1,2019,True,free loan
AS Monaco,Youri Tielemans,22,Belgium,Central Midfield,CM,38000000.0,Leicester,England,out,summer,Ligue 1,2019,False,
AS Monaco,Rony Lopes,23,Portugal,Right Winger,RW,25000000.0,Sevilla FC,Spain,out,summer,Ligue 1,2019,False,
AS Monaco,Ronaël Pierre-Gabriel,21,France,Right-Back,RB,4000000.0,1.FSV Mainz 05,Germany,out,summer,Ligue 1,2019,False,
AS Monaco,Djibril Sidibé,27,France,Right-Back,RB,15000000.0,Everton,England,out,summer,Ligue 1,2019,True,loan with fee
AS Monaco,Ibrahima Diallo,20,France,Defensive Midfield,DM,2500000.0,Stade Brest 29,France,out,summer,Ligue 1,2019,False,
AS Monaco,Irvin Cardona,22,France,Centre-Forward,CF,1500000.0,Stade Brest 29,France,out,summer,Ligue 1,2019,False,
AS Monaco,Paul Nardi,25,France,Goalkeeper,GK,2000000.0,FC Lorient,France,out,summer,Ligue 1,2019,False,
AS Monaco,Sofiane Diop,19,France,Attacking Midfield,AM,5000000.0,FC Sochaux,France,out,summer,Ligue 1,2019,True,free loan
AS Monaco,Jonathan Mexique,24,France,Central Midfield,CM,400000.0,SO Cholet,France,out,summer,Ligue 1,2019,False,
