,name,full_name,age,height,nationality,place_of_birth,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
1596,Christian Acella,,20,,Italy,Milano,0.15,0.15,midfield - Central Midfield,23,right,Cremonese,,7/1/2021,FUTURA 2,,Other
1607,David Alaba,David Olatukunbo Alaba,30,1.8,Austria,Wien,50,65,Defender - Centre-Back,4,left,Real Madrid,6/30/2026,7/1/2021,Relatives,adidas,LaLiga
1626,Álvaro Rodríguez,Álvaro Daniel Rodríguez Muñoz,18,1.93,Uruguay  Spain,Palamós,6,6,Attack - Centre-Forward,20,left,RM Castilla,6/30/2027,7/1/2021,Footfeel ISM,,Other
1634,Eric García,Eric García Martret,22,1.82,Spain,Barcelona,12,20,Defender - Centre-Back,24,right,Barcelona,6/30/2026,7/1/2021,"Puyol, De la Peña ...",,LaLiga
1641,Gavi,,18,1.73,Spain,Los Palacios y Villafranca,90,90,midfield - Central Midfield,30,right,Barcelona,,7/1/2021,"Puyol, De la Peña ...",Nike,LaLiga
1701,Aïssa Mandi,عيسى ماندي,31,1.84,Algeria  France,Châlons-en-Champagne,4,20,Defender - Centre-Back,23,right,Villarreal,6/30/2025,7/1/2021,Wasserman,,LaLiga
1706,Juan Foyth,Juan Marcos Foyth,25,1.87,Argentina  Spain,La Plata,25,25,Defender - Right-Back,8,right,Villarreal,6/30/2026,7/1/2021,Primotempo,adidas,LaLiga
1720,Rui Silva,Rui Tiago Dantas da Silva,29,1.91,Portugal,Maia,15,15,Goalkeeper,13,left,Real Betis,6/30/2026,7/1/2021,Team of Future,,LaLiga
1728,Juan Miranda,Juan Miranda González,23,1.85,Spain,Olivares,5,7,Defender - Left-Back,33,left,Real Betis,6/30/2024,7/1/2021,AC Talent,,LaLiga
1729,Youssouf Sabaly,,30,1.73,Senegal  France,Chesnay,5,10,Defender - Right-Back,23,right,Real Betis,6/30/2026,7/1/2021,,,LaLiga
1738,Rodri Sánchez,Rodrigo Sánchez Rodríguez,22,1.75,Spain,Talayuela,8,8,midfield - Attacking Midfield,28,left,Real Betis,6/30/2026,7/1/2021,Bahía Internacional,Nike,LaLiga
1767,Nico Williams,Nicholas Williams Arthuer,20,1.81,Spain  Ghana,Pamplona,25,25,Attack - Right Winger,11,right,Athletic,6/30/2024,7/1/2021,,,LaLiga
1854,Juan Iglesias,Juan Antonio Iglesias Sánchez,24,1.87,Spain,Valladolid,3.5,3.5,Defender - Right-Back,21,right,Getafe,6/30/2026,7/1/2021,IFM,,LaLiga
1889,Ante Budimir,,31,1.9,Croatia,Zenica,6,15,Attack - Centre-Forward,17,left,CA Osasuna,6/30/2025,7/1/2021,MG MEDIATOR TRANSFER,,LaLiga
1890,Kike García,Enrique García Martínez,33,1.86,Spain,Motilla de Palancar,1.8,3,Attack - Centre-Forward,18,right,CA Osasuna,6/30/2024,7/1/2021,,,LaLiga
1918,Joan García,Joan García Pons,22,1.91,Spain,Sallent de Llobregat,0.4,0.4,Goalkeeper,1,right,Espanyol,6/30/2025,7/1/2021,Niagara Sports ...,,LaLiga
1987,Amath Ndiaye,Amath Ndiaye Diedhiou,26,1.73,Senegal  Spain,Dakar,2,5,Attack - Left Winger,23,right,RCD Mallorca,6/30/2025,7/1/2021,EF11 SL,,LaLiga
2003,Samú Costa,Samuel de Almeida Costa,22,1.85,Portugal,Aveiro,5,6,midfield - Defensive Midfield,23,left,UD Almería,6/30/2026,7/1/2021,Gestifute,,LaLiga
2023,Lucas Olaza,Lucas René Olaza Catrofe,28,1.76,Uruguay  Spain,Montevideo,2.5,6,Defender - Left-Back,12,left,Real Valladolid,6/30/2025,7/1/2021,Sport Business,,LaLiga
2042,Conan Ledesma,Jeremías Conan Ledesma,30,1.86,Argentina  Italy,Pergamino,10,10,Goalkeeper,1,right,Cádiz CF,6/30/2025,7/1/2021,Best of You,,LaLiga
2092,Lucas Boyé,,27,1.83,Argentina  Italy,San Gregorio,6,15,Attack - Centre-Forward,9,right,Elche CF,6/30/2024,7/1/2021,Universal Twenty Two,,LaLiga
2106,Danilo Pereira,Danilo Luís Hélio Pereira,31,1.88,Portugal  Guinea-Bissau,Bissau,12,30,midfield - Defensive Midfield,15,right,Paris SG,6/30/2025,7/1/2021,Gestifute,Nike,Ligue1
2118,Alexander Nübel,,26,1.93,Germany,Paderborn,10,16,Goalkeeper,16,right,Monaco,6/30/2023,7/1/2021,Siebert & Backs,,Ligue1
2150,Warmed Omari,,23,1.88,France  Comoros,Bandraboua,8,8,Defender - Centre-Back,23,right,Rennes,6/30/2026,7/1/2021,Frederic Guerra ...,Puma,Ligue1
2157,Lorenz Assignon,,22,1.81,France  Togo,Grasse,4,4,Defender - Right-Back,22,right,Rennes,6/30/2025,7/1/2021,TTMA,,Ligue1
2160,Lesley Ugochukwu,Lesley Chimuanya Ugochukwu,19,1.91,France  Nigeria,Rennes,8,8,midfield - Defensive Midfield,6,right,Rennes,6/30/2025,7/1/2021,Wasserman,,Ligue1
2196,Jean-Clair Todibo,Jean-Clair Dimitri Roger Todibo,23,1.9,France  French Guiana,Cayenne,30,30,Defender - Centre-Back,25,right,OGC Nice,6/30/2027,7/1/2021,,adidas,Ligue1
2222,Castello Lukeba,Castello Junior Lukeba,20,1.84,France  Angola,Lyon,20,20,Defender - Centre-Back,4,left,Olympique Lyon,6/30/2025,7/1/2021,Relatives,,Ligue1
2227,Henrique Silva,Henrique Silva Milagres,29,1.73,Brazil,Rio de Janeiro,1.2,1.5,Defender - Left-Back,12,left,Olympique Lyon,6/30/2024,7/1/2021,Carlos Leite,,Ligue1
2266,Wuilker Fariñez,Wuilker Fariñez Aray,25,1.8,Venezuela,"Caracas, Distrito Capital",4,5,Goalkeeper,1,right,Lens,6/30/2024,7/1/2021,YOU FIRST,Nike,Ligue1
2291,Wesley Saïd,,28,1.71,France  Comoros,Noisy-le-Grand,2.5,8,Attack - Centre-Forward,22,right,Lens,6/30/2026,7/1/2021,Wasserman,,Ligue1
2293,Alban Lafont,,24,1.96,France  Burkina Faso,Ouagadougou,20,20,Goalkeeper,1,right,FC Nantes,6/30/2024,7/1/2021,Sport Cover,,Ligue1
2294,Rémy Descamps,,26,1.96,France,Marcq-en-Barœul,0.8,1.2,Goalkeeper,16,left,FC Nantes,6/30/2024,7/1/2021,Talentz,,Ligue1
2301,Quentin Merlin,,20,1.73,France,Nantes,7,7,Defender - Left-Back,29,left,FC Nantes,6/30/2026,7/1/2021,Léandre Chouya,,Ligue1
2312,Gor Manvelyan,Գոռ Մանվելյան,21,1.8,France  Armenia,,0.4,0.4,midfield - Attacking Midfield,22,both,FC Nantes,6/30/2024,7/1/2021,Wilders Sport,Nike,Ligue1
2324,Maxime Estève,,20,1.93,France,Montpellier,5,5,Defender - Centre-Back,14,left,Montpellier,6/30/2025,7/1/2021,DW Sports Management,Puma,Ligue1
2339,Léo Leroy,,23,1.87,France,Marseille,1.2,1.8,midfield - Central Midfield,18,,Montpellier,6/30/2025,7/1/2021,One Team Football,,Ligue1
2366,Nordine Kandil,نور الدين قنديل,21,1.65,Morocco  France,Strasbourg,0.4,0.4,midfield - Attacking Midfield,34,left,R. Strasbourg,6/30/2025,7/1/2021,ROGON,,Ligue1
2372,Nicolas Penneteau,,42,1.85,France,Marseille,0.15,2.8,Goalkeeper,30,left,Stade Reims,6/30/2023,7/1/2021,USM GROUP,,Ligue1
2382,Dion Lopy,,21,1.86,Senegal,Bambilor,3,3,midfield - Defensive Midfield,17,right,Stade Reims,6/30/2026,7/1/2021,Youssoupha Fall,,Ligue1
2388,Alexis Flips,,23,1.73,France,Villeneuve-d'Ascq,5,5,Attack - Right Winger,70,right,Stade Reims,6/30/2024,7/1/2021,,,Ligue1
2420,Thomas Himeur,,22,1.87,France  Algeria,Toulouse,0.15,0.15,Goalkeeper,1,,Toulouse,6/30/2024,7/1/2021,,,Ligue1
2432,Brecht Dejaegere,,31,1.73,Belgium,Handzame,1.8,4,midfield - Central Midfield,10,right,Toulouse,6/30/2023,7/1/2021,Football Solution ...,adidas,Ligue1
2458,Rominigue Kouamé,Nguessan Rominigue Kouamé,26,1.77,Mali  Cote d'Ivoire,Lopou,5,5,midfield - Central Midfield,6,left,Troyes,6/30/2024,7/1/2021,ROGON,Puma,Ligue1
2475,Lilian Brassier,,23,1.86,France  Guadeloupe,Argenteuil,4,4,Defender - Centre-Back,3,left,Stade Brestois,6/30/2025,7/1/2021,CAA Stellar,,Ligue1
2516,Waniss Taïbi,,21,1.84,France  Algeria,Limoges,0.5,0.6,midfield - Attacking Midfield,26,both,Angers SCO,6/30/2025,7/1/2021,BS Group - BS Law,,Ligue1
2532,Théo Pellenard,,29,1.82,France,Lille,1.2,2,Defender - Centre-Back,5,left,AJ Auxerre,6/30/2024,7/1/2021,CH Conseil et ...,,Other
2544,Gaëtan Perrin,,26,1.69,France,Lyon,1.2,1.3,midfield - Right Midfield,10,right,AJ Auxerre,6/30/2024,7/1/2021,USFA Management,,Other
2584,Ghjuvanni Quilichini,,20,1.82,France,Ajaccio,0.2,0.2,Goalkeeper,30,,AC Ajaccio,6/30/2023,7/1/2021,,,Other
2585,Oumar Gonzalez,,25,1.86,Cameroon  France,Douala,2.5,2.5,Defender - Centre-Back,25,right,AC Ajaccio,6/30/2023,7/1/2021,N.Agency,,Other
1901,Arnau Martínez,Arnau Martínez López,20,1.82,Spain,Premià de Dalt,15,15,Defender - Right-Back,4,right,Girona,6/30/2025,4/1/2021,TRIPLE MATCH,adidas,LaLiga
2528,Théo De Percin,,22,1.85,Martinique  France,Tarbes,0.15,0.2,Goalkeeper,40,right,AJ Auxerre,6/30/2024,3/17/2021,no agent,,Other
2603,Jean Botué,Kouame Jean Fiacre Botué,20,1.84,Burkina Faso,Marcory,0.5,0.9,Attack - Left Winger,18,left,AC Ajaccio,6/30/2023,2/16/2021,SVF FOOT,,Other
2081,Helibelton Palacios,Helibelton Palacios Zapata,29,1.81,Colombia,Santander de Quilichao,1.2,1.5,Defender - Right-Back,14,right,Elche CF,6/30/2023,2/4/2021,WORLD SPORTS ...,,LaLiga
396,Cafú,,30,1.85,Portugal  Guinea-Bissau,Guimarães,0.6,2.5,midfield - Central Midfield,18,right,Nottm Forest,6/30/2023,2/2/2021,Wasserman,,Other
334,Moisés Caicedo,Moisés Isaac Caicedo Corozo,21,1.78,Ecuador,Santo Domingo,55,55,midfield - Defensive Midfield,25,right,Brighton,6/30/2027,2/1/2021,Fútbol División,,EPL
1760,Oier Zarraga,Oier Zarraga Egaña,24,1.75,Spain,Getxo,3,3.5,midfield - Central Midfield,19,right,Athletic,6/30/2023,2/1/2021,,,LaLiga
1314,Antonio Sanabria,Arnaldo Antonio Sanabria Ayala,27,1.81,Paraguay  Spain,San Lorenzo,7,10,Attack - Centre-Forward,9,right,Torino,6/30/2025,1/31/2021,GG11,,SerieA
1205,Stephan El Shaarawy,Stephan Kareem El Shaarawy,30,1.78,Italy  Egypt,Savona,5,30,Attack - Left Winger,92,right,AS Roma,6/30/2023,1/30/2021,Manuel El Shaarawy,Nike,SerieA
1339,Gerard Deulofeu,Gerard Deulofeu Lázaro,29,1.77,Spain,Riudarenes,13,25,Attack - Centre-Forward,10,right,Udinese Calcio,6/30/2024,1/30/2021,Regenera Elite,Nike,SerieA
210,Saïd Benrahma,Mohamed Saïd Benrahma,27,1.72,Algeria  France,Aïn Témouchent,22,25,Attack - Left Winger,22,right,West Ham,6/30/2026,1/29/2021,KDS FM,,EPL
630,Jeremie Frimpong,Jeremie Agyekum Frimpong,22,1.71,Netherlands  Ghana,Amsterdam,35,35,Defender - Right-Back,30,right,B. Leverkusen,6/30/2025,1/27/2021,Prolific Sports ...,Puma,Bundesliga
1396,Marco D'Alessandro,,32,1.73,Italy,Roma,0.9,2.5,Attack - Right Winger,77,right,Monza,,1/27/2021,GP Soccer and ...,adidas,Other
1815,Papu Gómez,Alejandro Darío Gómez,35,1.67,Argentina  Italy,Buenos Aires,3,18,Attack - Left Winger,24,right,Sevilla FC,6/30/2024,1/26/2021,Gr Sports,adidas,LaLiga
1696,Carlos Fernández,Carlos Fernández Luna,26,1.85,Spain,Castilleja de Guzmán,4,10,Attack - Centre-Forward,9,left,Real Sociedad,6/30/2026,1/24/2021,Relatives,,LaLiga
1838,Augusto Solari,Augusto Jorge Mateo Solari,31,1.76,Argentina  Italy,Rosario,2.5,6,Attack - Right Winger,21,right,Celta de Vigo,6/30/2023,1/23/2021,Hernan Berman,,LaLiga
2567,Baïla Diallo,,21,1.76,Senegal  France,Toulouse,0.25,0.4,Defender - Left-Back,31,left,Clermont Foot,6/30/2024,1/22/2021,,,Other
692,Manu Koné,Kouadio Manu Koné,21,1.85,France  Cote d'Ivoire,Colombes,30,30,midfield - Central Midfield,17,right,Bor. M'gladbach,6/30/2025,1/21/2021,Classico,adidas,Bundesliga
2138,Krépin Diatta,,24,1.75,Senegal,Dakar,15,21,Attack - Right Winger,27,right,Monaco,6/30/2025,1/21/2021,Wasserman,,Ligue1
1475,Morten Hjulmand,Morten Blom Due Hjulmand,23,1.85,Denmark,Kastrup,12,12,midfield - Defensive Midfield,42,right,Lecce,6/30/2024,1/16/2021,Boutique Transfers,,Other
2604,Cyrille Bayala,Cyrille Barros Bayala,26,1.81,Burkina Faso,Ouagadougou,1,1,Attack - Right Winger,14,right,AC Ajaccio,6/30/2024,1/15/2021,SVF FOOT,,Other
426,Saman Ghoddos,سامان قدوس,29,1.75,Iran  Sweden,Malmö,2.2,5,midfield - Attacking Midfield,14,right,Brentford,6/30/2023,1/14/2021,Unique Sports Group,,Other
631,Timothy Fosu-Mensah,Timothy Evans Fosu-Mensah,25,1.85,Netherlands  Ghana,Amsterdam,3,7,Defender - Right-Back,24,right,B. Leverkusen,6/30/2024,1/13/2021,CAA Base Ltd,,Bundesliga
2600,Florian Chabrolle,,25,1.71,France,Montmorency,0.25,0.3,midfield - Attacking Midfield,29,right,AC Ajaccio,6/30/2023,1/5/2021,Wilders Sport,,Other
1169,Joakim Maehle,Joakim Mæhle Pedersen,25,1.85,Denmark,Østervrå,14,19,Defender - Left-Back,3,right,Atalanta BC,6/30/2025,1/4/2021,Boutique Transfers,,SerieA
1709,Étienne Capoue,,34,1.89,France  Guadeloupe,Niort,3,13,midfield - Defensive Midfield,6,right,Villarreal,6/30/2024,1/4/2021,World Soccer Star ...,,LaLiga
613,Dominik Szoboszlai,,22,1.87,Hungary,Székesfehérvár,40,40,midfield - Attacking Midfield,17,right,RB Leipzig,6/30/2026,1/1/2021,EM Sports Consulting,,Bundesliga
687,Joe Scally,Joseph Michael Scally,20,1.84,United States,"Lake Grove, New York",12,12,Defender - Right-Back,29,right,Bor. M'gladbach,6/30/2027,1/1/2021,Wasserman,Nike,Bundesliga
988,Eren Dinkci,Eren Sami Dinkçi,21,1.88,Germany  Turkey,Bremen,0.7,0.7,Attack - Centre-Forward,21,right,Werder Bremen,6/30/2025,1/1/2021,EMG Mundial,,Bundesliga
1147,Nicolò Fagioli,,22,1.78,Italy,Piacenza,20,20,midfield - Central Midfield,44,right,Juventus,6/30/2026,1/1/2021,PDP s.r.l.  ...,Nike,SerieA
2344,Elye Wahi,Sepe Elye Wahi,20,1.84,France  Cote d'Ivoire,Courcouronnes,25,25,Attack - Centre-Forward,21,right,Montpellier,6/30/2025,1/1/2021,DW Sports Management,adidas,Ligue1
1659,Geoffrey Kondogbia,Geoffrey Edwin Kondogbia,30,1.88,Central African Republic  France,Nemours,18,30,midfield - Defensive Midfield,4,left,Atlético Madrid,6/30/2024,11/3/2020,Sport Cover,,LaLiga
2342,Béni Makouana,,20,1.81,Congo,Brazzaville,0.8,1,Attack - Left Winger,28,right,Montpellier,6/30/2025,10/19/2020,H2C Sport Consulting,,Ligue1
347,Danny Welbeck,Daniel Nii Tackie Mensah Welbeck,32,1.85,England  Ghana,Manchester,8,18,Attack - Centre-Forward,18,right,Brighton,6/30/2024,10/18/2020,Prodigy Sports Group,Nike,EPL
466,Nathaniel Clyne,Nathaniel Edwin Clyne,32,1.75,England  Grenada,London,3,21,Defender - Right-Back,17,right,Crystal Palace,6/30/2023,10/14/2020,ROOF,,EPL
2072,Diego González,Diego González Polanco,28,1.85,Spain,Chiclana de la Frontera (Cádiz),1.5,2,Defender - Centre-Back,4,right,Elche CF,6/30/2024,10/9/2020,Promoesport,,LaLiga
1517,M'Bala Nzola,,26,1.85,Angola  France,Buco-Zau,6.5,6.5,Attack - Centre-Forward,18,left,Spezia Calcio,6/30/2026,10/7/2020,Relatives,adidas,Other
2305,Sébastien Corchia,,32,1.76,France  Italy,Noisy-le-Sec,1.2,7.5,Defender - Right-Back,24,right,FC Nantes,6/30/2023,10/7/2020,SVF FOOT,Nike,Ligue1
66,Thomas Partey,Thomas Teye Partey,29,1.85,Ghana,Odumase Krobo,38,50,midfield - Defensive Midfield,5,right,Arsenal,6/30/2025,10/5/2020,JJ SPORT,adidas,EPL
137,Facundo Pellistri,Facundo Pellistri Rebollo,21,1.74,Uruguay  Spain,Montevideo,3,7,Attack - Right Winger,28,right,Man Utd,6/30/2025,10/5/2020,CAA Stellar,,EPL
354,Ben Godfrey,Benjamin Matthew Godfrey,25,1.84,England  Jamaica,York,15,25,Defender - Centre-Back,22,right,Everton,6/30/2025,10/5/2020,New Era Global ...,,EPL
485,Tosin Adarabioyo,Abdul-Nasir Oluwatosin Oluwadoyinsolami Adarabioyo,25,1.96,England  Nigeria,Manchester,15,18,Defender - Centre-Back,4,right,Fulham,6/30/2024,10/5/2020,CLOSEVIEW,Nike,EPL
546,Bouna Sarr,,31,1.77,Senegal  France,Lyon,2.5,9,Defender - Right-Back,20,right,Bayern Munich,6/30/2024,10/5/2020,Wasserman,,Bundesliga
559,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting,34,1.91,Cameroon  Germany,Hamburg,6,10,Attack - Centre-Forward,13,right,Bayern Munich,6/30/2024,10/5/2020,ROGON,Puma,Bundesliga
1024,Erhan Masovic,Ерхан Машовић,24,1.89,Serbia,Novi Pazar,5,5,Defender - Centre-Back,4,both,VfL Bochum,6/30/2025,10/5/2020,Relatives,,Bundesliga
1191,Chris Smalling,Christopher Lloyd Smalling,33,1.94,England,London,8,20,Defender - Centre-Back,6,right,AS Roma,6/30/2023,10/5/2020,OmniSports,Nike,SerieA
1241,Lucas Martínez Quarta,Lucas Martínez Quarta,27,1.83,Argentina  Italy,Mar del Plata,10,15,Defender - Centre-Back,28,right,Fiorentina,6/30/2025,10/5/2020,Universal Twenty Two,Nike,SerieA
1631,Ronald Araújo,Ronald Federico Araújo da Silva,24,1.88,Uruguay  Spain,Rivera,70,70,Defender - Centre-Back,4,right,Barcelona,6/30/2026,10/5/2020,Excellence Sport,,LaLiga
1802,Karim Rekik,كريم رقيق,28,1.86,Netherlands  Tunisia,Den Haag,4,15,Defender - Centre-Back,4,left,Sevilla FC,6/30/2025,10/5/2020,Juzzt Football,,LaLiga
2032,Roque Mesa,Roque Mesa Quevedo,33,1.72,Spain,Telde,2.5,12,midfield - Central Midfield,17,right,Real Valladolid,6/30/2023,10/5/2020,CAA Stellar,Joma,LaLiga
2169,Jérémy Doku,,20,1.73,Belgium  Ghana,Borgerhout,18,26,Attack - Right Winger,10,right,Rennes,6/30/2025,10/5/2020,Relatives,,Ligue1
2367,Habib Diallo,Habibou Mouhamadou Diallo,27,1.86,Senegal  France,Thiès,14,15,Attack - Centre-Forward,20,right,R. Strasbourg,6/30/2025,10/5/2020,Wasserman,,Ligue1
2430,Stijn Spierings,,27,1.88,Netherlands,Alkmaar,4,4,midfield - Defensive Midfield,17,right,Toulouse,6/30/2023,10/5/2020,HCM Sports ...,,Ligue1
2594,Vincent Marchetti,,25,1.81,France,Ajaccio,3,3,midfield - Central Midfield,8,left,AC Ajaccio,6/30/2024,10/5/2020,TTMA,,Other
308,Ibrahima Diallo,,24,1.79,France  Senegal,Tours,8,15,midfield - Defensive Midfield,27,right,Southampton,6/30/2024,10/4/2020,Classico,,EPL
336,Jakub Moder,Jakub Piotr Moder,24,1.91,Poland,Szczecinek,12,12,midfield - Central Midfield,15,right,Brighton,6/30/2025,10/4/2020,Fabryka Futbolu,adidas,EPL
2575,Muhammed Cham,,22,1.8,Austria,Wien,5,5,midfield - Attacking Midfield,70,left,Clermont Foot,6/30/2026,10/4/2020,CAA Stellar,,Other
420,Vitaly Janelt,,25,1.84,Germany,Hamburg,16,16,midfield - Defensive Midfield,27,left,Brentford,6/30/2026,10/3/2020,Wasserman,,Other
203,Vladimir Coufal,Vladimír Coufal,30,1.79,Czech Republic,Ostrava,9,12,Defender - Right-Back,5,right,West Ham,6/30/2023,10/2/2020,K2K Sports ...,,EPL
1765,Álex Berenguer,Alejandro Berenguer Remiro,27,1.75,Spain,Barañain,15,15,Attack - Left Winger,7,right,Athletic,6/30/2024,10/2/2020,YOU FIRST,,LaLiga
2000,Álex Centelles,Alejandro Centelles Plaza,23,1.85,Spain,Valencia,1.2,5,Defender - Left-Back,20,left,UD Almería,6/30/2026,10/2/2020,Team Raiola,,LaLiga
713,Ridle Baku,Bote Nzuzi Baku,25,1.76,Germany  DR Congo,Mainz,13,25,Defender - Right-Back,20,right,VfL Wolfsburg,6/30/2025,10/1/2020,AKA Global GmbH,adidas,Bundesliga
1229,Mohamed Fares,Mohamed Salim Fares,27,1.83,Algeria  France,Aubervilliers,3,7,midfield - Left Midfield,96,left,Lazio,6/30/2025,10/1/2020,Team Raiola,,SerieA
2005,Lucas Robertone,Lucas Gastón Robertone,26,1.69,Argentina  Italy,Concordia,7,8,midfield - Central Midfield,5,right,UD Almería,6/30/2028,10/1/2020,SP,,LaLiga
3,Rúben Dias,Rúben Santos Gato Alves Dias,26,1.87,Portugal,Amadora,75,75,Defender - Centre-Back,3,right,Man City,6/30/2027,9/29/2020,Gestifute,Nike,EPL
1333,Roberto Pereyra,Roberto Maximiliano Pereyra,32,1.82,Argentina,San Miguel de Tucumán,6.5,17,midfield - Central Midfield,37,both,Udinese Calcio,6/30/2023,9/28/2020,P&P Sport ...,Nike,SerieA
2096,Alexandre Letellier,,32,1.93,France,Paris,0.4,1.5,Goalkeeper,90,right,Paris SG,6/30/2024,9/25/2020,MEDIATION CONSEIL ...,,Ligue1
24,Edouard Mendy,Édouard Osoque Mendy,31,1.94,Senegal  Guinea-Bissau,Montivilliers,18,32,Goalkeeper,16,right,Chelsea,6/30/2025,9/24/2020,LIAN Sports Group,adidas,EPL
2022,Jawad El Yamiq,جواد اليميق,31,1.93,Morocco,Khouribga,2,2,Defender - Centre-Back,15,right,Real Valladolid,6/30/2024,9/24/2020,PDP s.r.l.  ...,Puma,LaLiga
276,Nélson Semedo,Nélson Cabral Semedo,29,1.77,Portugal  Cape Verde,Lisboa,15,40,Defender - Right-Back,22,right,Wolves,6/30/2023,9/23/2020,Gestifute,Nike,EPL
378,Scott McKenna,Scott Fraser McKenna,26,1.89,Scotland,Kirriemuir,10,10,Defender - Centre-Back,26,left,Nottm Forest,6/30/2024,9/23/2020,Wasserman,,Other
1645,Ansu Fati,Anssumane Fati Vieira,20,1.78,Spain  Guinea-Bissau,Bissau,35,80,Attack - Left Winger,10,right,Barcelona,6/30/2027,9/23/2020,Relatives,Nike,LaLiga
1412,Fabiano Parisi,,22,1.78,Italy,Solofra,10,10,Defender - Left-Back,65,left,FC Empoli,6/30/2025,9/22/2020,M.A.R.A.T. Football ...,,Other
1933,Keidi Bare,,25,1.74,Albania,Fier,3.5,4,midfield - Central Midfield,8,right,Espanyol,6/30/2024,9/22/2020,Niagara Sports ...,adidas,LaLiga
925,Dimitrios Limnios,Δημήτριος Λημνιός,24,1.78,Greece  Brazil,Volos,2,4.5,Attack - Right Winger,19,right,1.FC Köln,6/30/2024,9/21/2020,LIAN Sports Group,,Bundesliga
1700,Jorge Cuenca,Jorge Cuenca Barreno,23,1.9,Spain,Madrid,5,8,Defender - Centre-Back,5,left,Villarreal,6/30/2025,9/21/2020,InterStarDeporte,Nike,LaLiga
2084,Raúl Guti,José Raúl Gutiérrez Parejo,26,1.78,Spain,Zaragoza,3,5,midfield - Central Midfield,8,right,Elche CF,6/30/2025,9/20/2020,AC Talent,,LaLiga
105,Diogo Jota,,26,1.78,Portugal,Porto,55,60,Attack - Left Winger,20,right,Liverpool,6/30/2027,9/19/2020,Gestifute,adidas,EPL
263,Bertrand Traoré,Bertrand Isidore Traoré,27,1.81,Burkina Faso,Bobo-Dioulasso,14,20,Attack - Right Winger,9,left,Aston Villa,6/30/2024,9/19/2020,CAA Stellar,,EPL
94,Thiago,,32,1.74,Spain  Brazil,San Pietro Vernotico,18,70,midfield - Central Midfield,6,right,Liverpool,6/30/2024,9/18/2020,The Player ...,adidas,EPL
1334,Tolgay Arslan,Tolgay Ali Arslan,32,1.8,Germany  Turkey,Paderborn,2,7.5,midfield - Central Midfield,5,right,Udinese Calcio,6/30/2023,9/18/2020,Foot & Ball,,SerieA
1268,Filippo Romagna,,25,1.86,Italy,Fano,0.8,7,Defender - Centre-Back,19,right,Sassuolo,6/30/2024,9/17/2020,TMP SOCCER srl,,SerieA
1356,Lorenzo De Silvestri,,34,1.86,Italy,Roma,0.6,6,Defender - Right-Back,29,right,Bologna,6/30/2023,9/17/2020,Sergio Berti,,SerieA
243,Emiliano Martínez,Damián Emiliano Martínez Romero,30,1.95,Argentina  Spain,Mar del Plata,28,35,Goalkeeper,1,right,Aston Villa,6/30/2027,9/16/2020,Universal Twenty Two,Puma,EPL
2088,Tete Morente,,26,1.84,Spain,La Línea de la Concepción,2.5,3,Attack - Left Winger,11,right,Elche CF,6/30/2024,9/16/2020,Excellence Sport,,LaLiga
931,Sebastian Andersson,Martin Sebastian Andersson,31,1.9,Sweden,Ängelholm,1,7,Attack - Centre-Forward,9,right,1.FC Köln,6/30/2023,9/15/2020,People In Sport,,Bundesliga
1804,Marcos Acuña,Marcos Javier Acuña,31,1.72,Argentina,Zapala,12,18,Defender - Left-Back,19,left,Sevilla FC,6/30/2025,9/14/2020,Eleven Talent Group,,LaLiga
1099,Ante Rebic,Ante Rebić,29,1.85,Croatia,Split,10,40,Attack - Left Winger,12,right,AC Milan,6/30/2025,9/12/2020,LIAN Sports Group,Nike,SerieA
1440,Norbert Gyomber,Norbert Gyömbér,30,1.89,Slovakia,Revúca,1,1.2,Defender - Centre-Back,23,right,Salernitana,6/30/2025,9/12/2020,BSM,adidas,Other
1076,Ciprian Tatarusanu,Anton Ciprian Tătăruşanu,37,1.98,Romania,Bukarest,0.6,5,Goalkeeper,1,right,AC Milan,6/30/2023,9/11/2020,Pietro Chiodi ...,,SerieA
330,Jan Paul van Hecke,,22,1.89,Netherlands,Arnemuiden,4,5,Defender - Centre-Back,29,right,Brighton,6/30/2023,9/10/2020,V4S,,EPL
490,Kenny Tete,Kenny Joelle Tete,27,1.8,Netherlands  Mozambique,Amsterdam,12,12,Defender - Right-Back,2,right,Fulham,6/30/2024,9/10/2020,Rafaela Pimenta,adidas,EPL
1251,Giacomo Bonaventura,,33,1.8,Italy,San Severino Marche,2.5,24,midfield - Central Midfield,5,right,Fiorentina,6/30/2024,9/10/2020,Team Raiola,adidas,SerieA
1587,Emanuele Valeri,,24,1.8,Italy,Roma,3.5,3.5,Defender - Left-Back,3,left,Cremonese,6/30/2024,9/10/2020,Daniele Ferri,,Other
1682,Martín Zubimendi,Martín Zubimendi Ibáñez,24,1.81,Spain,Donostia-San Sebastián,40,40,midfield - Defensive Midfield,3,right,Real Sociedad,6/30/2027,9/10/2020,IDUB GLOBAL,,LaLiga
